          X           Y               RA              DEC         m_B       err_B         m_V       err_V         m_R       err_R 
   1925.250    2860.480      308.8513971       60.1285087      23.708       0.020      23.480       0.010      23.219       0.019 
   1815.510    2387.140      308.8525673       60.1338205      28.314       0.249      26.173       0.024      24.633       0.021 
   1647.110    3824.940      308.8385572       60.1195038      25.661       0.143      24.566       0.073      23.548       0.089 
   3052.390    4327.110      308.8641724       60.1091961      27.254       0.115      25.274       0.013      23.652       0.008 
   2331.420    3310.440      308.8565762       60.1223649      23.376       0.016      23.277       0.009      23.109       0.016 
   4670.610    3425.680      308.9044725       60.1126780      23.380       0.015      23.206       0.008      22.982       0.012 
   2218.150    3424.170      308.8533847       60.1215949      26.594       0.113      25.153       0.018      24.055       0.019 
   2174.700    4686.280      308.8432648       60.1086495      27.228       0.103      25.211       0.013      23.590       0.007 
   2412.730     946.920      308.8755506       60.1466050      24.986       0.059      24.387       0.039      23.819       0.038 
   1125.280    4493.640      308.8228031       60.1144509      27.979       0.155      25.493       0.016      23.603       0.010 
   3214.460    2981.540      308.8773829       60.1225757      23.639       0.018      23.419       0.009      23.159       0.015 
   2273.940    2747.870      308.8594884       60.1284134      24.296       0.034      23.837       0.011      23.392       0.016 
   2107.850    2240.230      308.8597358       60.1342856      27.869       0.264      26.801       0.053      25.770       0.034 
   2367.350    3377.390      308.8568360       60.1215396      28.382       0.246      26.175       0.025      24.610       0.020 
   1503.020    1813.660      308.8502417       60.1409070      24.204       0.027      23.787       0.011      23.373       0.014 
   3767.250    2266.580      308.8941330       60.1279898      23.554       0.018      23.398       0.010      23.183       0.017 
   3567.590    2903.900      308.8853095       60.1220998      23.530       0.019      23.578       0.021      23.434       0.025 
   1066.270    2026.120      308.8395814       60.1402841      27.389       0.146      25.560       0.017      24.235       0.017 
   4672.390    3166.070      308.9064096       60.1153659      27.413       0.161      25.205       0.014      23.526       0.010 
   3666.840    1468.270      308.8978836       60.1366403      27.758       0.213      26.717       0.048      25.616       0.024 
   1324.300    1867.460      308.8461215       60.1409962      23.267       0.015      23.228       0.011      23.103       0.016 
    999.230    1894.580      308.8391440       60.1418927      23.794       0.020      23.545       0.011      23.253       0.013 
   4968.220    4271.370      308.9044830       60.1028195      28.521       0.261      26.008       0.023      24.008       0.010 
    985.440    2004.840      308.8380511       60.1407979      27.012       0.109      25.374       0.018      24.149       0.015 
   2347.380    3387.690      308.8563445       60.1215050      23.599       0.015      23.443       0.009      23.216       0.015 
   2650.120     745.740      308.8819735       60.1478317      24.450       0.044      23.999       0.029      23.559       0.030 
   4861.970    4063.590      308.9037905       60.1053620      23.362       0.013      23.194       0.009      22.972       0.016 
   1902.610    1033.340      308.8642795       60.1475587      26.972       0.121      26.160       0.046      25.344       0.040 
   1998.930     747.570      308.8683787       60.1501758      25.866       0.074      25.085       0.064      24.392       0.062 
   2398.750    4747.260      308.8474875       60.1072044      24.640       0.025      23.812       0.009      23.096       0.009 
   3119.010    2605.530      308.8781432       60.1268252      23.424       0.065      23.287       0.080      22.996       0.099 
   4502.070    3364.850      308.9014069       60.1139217      23.308       0.019      23.265       0.011      23.140       0.018 
   2284.330    3366.090      308.8551883       60.1219579      23.790       0.023      23.525       0.009      23.232       0.015 
   1393.760    2190.620      308.8452092       60.1373895      26.810       0.096      25.097       0.015      23.890       0.016 
   3178.980    1710.830      308.8859381       60.1358943      27.637       0.149      26.011       0.024      24.721       0.022 
   3738.630    2933.930      308.8886539       60.1211671      24.984       0.062      24.313       0.014      23.722       0.018 
   4776.850    3549.140      308.9057820       60.1110106      23.509       0.015      23.329       0.009      23.099       0.013 
   3327.750    4486.400      308.8687448       60.1065437      28.556       0.273      25.841       0.014      23.840       0.009 
   2756.980    3794.600      308.8619076       60.1157955      23.980       0.023      23.659       0.010      23.323       0.015 
   2118.660    2295.950      308.8595540       60.1336680      24.961       0.045      24.233       0.014      23.614       0.015 
   3629.820    1045.930      308.9002043       60.1411582      27.294       0.137      25.684       0.020      24.462       0.018 
   4714.410    2396.110      308.9129221       60.1232041      27.519       0.155      25.506       0.016      23.870       0.009 
   4842.350    4338.750      308.9013690       60.1025775      27.717       0.146      25.333       0.017      23.555       0.010 
   2822.940    3985.860      308.8618848       60.1135708      27.087       0.115      25.010       0.016      23.469       0.017 
   4123.390    4624.640      308.8843062       60.1022212      26.860       0.092      25.015       0.014      23.518       0.010 
   3666.020     924.740      308.9018465       60.1422845      23.520       0.019      23.409       0.008      23.247       0.016 
   2340.740    2767.370      308.8607383       60.1279688      27.717       0.241      27.984       0.202      27.513       0.066 
   3924.000    3239.080      308.8902841       60.1173267      28.269       0.244      25.598       0.014      23.672       0.009 
   1755.510    1714.160      308.8562342       60.1410245      24.982       0.036      24.207       0.011      23.565       0.014 
   1610.860    1337.050      308.8559741       60.1454639      27.926       0.227      26.992       0.059      26.017       0.036 
   3105.270    2592.060      308.8779553       60.1270149      23.148       0.052      22.949       0.105      22.794       0.215 
   4766.710    3553.510      308.9055388       60.1110021      23.480       0.018      23.375       0.009      23.201       0.013 
   4936.570    4016.620      308.9056877       60.1055785      27.586       0.147      25.551       0.019      23.872       0.010 
   3591.500    4442.990      308.8745558       60.1060373      24.148       0.055      23.651       0.039      23.158       0.049 
   2784.350    3187.450      308.8669143       60.1219989      27.997       0.267      26.972       0.088      25.992       0.060 
   3626.750    4377.190      308.8757709       60.1065924      24.955       0.031      23.945       0.008      23.171       0.010 
