         id               ra              dec             flux      type           n               re              phi            ratio     notes 
       6364       53.0785415      -27.8503590        0.5069517    sersic       6.895        0.2360000       35.4130000        0.0354000   comment 
       6365       53.1766785      -27.8503313        0.9610005    sersic       2.571        1.3810000      -12.8860000        0.6941000   comment 
       6366       53.0942825      -27.8503470        0.8427067    sersic       1.547        1.2200000      -76.3310000        0.9016000   comment 
       6367       53.0930217      -27.8503260        0.8382121    sersic       0.617        1.6540000       59.8640000        0.0311000   comment 
       6368       53.0947088      -27.8507776        3.0319975    sersic       0.385        3.0470000       20.2370000        0.1730000   comment 
       6369       53.1957872      -27.8502902        1.2781968    sersic       1.306        0.8050000      -79.6040000        0.3510000   comment 
       6371       53.1825809      -27.8503490        1.8018082    sersic       1.498        0.6940000       72.4840000        0.0678000   comment 
       6377       53.1629707      -27.8513280       10.1387574    sersic       0.426        4.8090000      -23.7020000        0.6616000   comment 
       6378       53.1714864      -27.8504174        2.3334719    sersic       0.323        2.6210000       22.0680000        0.2720000   comment 
       6380       53.1371352      -27.8521744       37.4451239    sersic       4.988        1.1330000      -61.7050000        0.9127000   comment 
       6382       53.1025904      -27.8504579        5.5045831    sersic       1.656        0.7660000      -58.5480000        0.7087000   comment 
       6383       53.1813533      -27.8503237        4.0291277    sersic       0.691        4.7100000       68.7300000        0.3750000   comment 
       6384       53.1193880      -27.8502562        1.5988866    sersic       1.811        0.8520000       75.0570000        0.7972000   comment 
       6385       53.1070913      -27.8501667        0.4792980    sersic       1.214        0.6940000       -0.9650000        0.0834000   comment 
       6386       53.0641806      -27.8502256        1.7684075    sersic       0.958        2.4900000      -58.2910000        0.2704000   comment 
       6387       53.0826541      -27.8506710        4.8632596    sersic       0.617        3.2300000       32.3930000        0.1816000   comment 
       6388       53.1674752      -27.8501332        0.9021548    sersic       3.521        2.6500000       38.0280000        0.2181000   comment 
       6390       53.1965708      -27.8516962       97.2750974    sersic       4.684        5.1660000      -25.2460000        0.4569000   comment 
       6391       53.1133487      -27.8501091        1.5220202    sersic       0.336        1.7450000       -0.6420000        0.5832000   comment 
       6392       53.1407050      -27.8505867        7.9635960    sersic       1.274        1.7300000      -35.2640000        0.4485000   comment 
       6394       53.1922348      -27.8503251        6.4081137    sersic       0.682        2.4600000      -44.7590000        0.3234000   comment 
       6396       53.1925707      -27.8500743        2.7082094    sersic       0.450        1.2660000       35.9980000        0.7911000   comment 
       6397       53.0773475      -27.8500263        0.5454741    sersic       2.027        0.9060000       -2.9090000        0.6447000   comment 
       6398       53.0976694      -27.8500151        1.7126517    sersic       6.697       20.8840000       48.8730000        0.8777000   comment 
       6399       53.1138574      -27.8501995        1.9959406    sersic       0.737        4.7500000       73.3180000        0.4873000   comment 
       6402       53.1515841      -27.8501300        1.4219036    sersic       1.740        1.6240000       -3.9530000        0.2683000   comment 
       6403       53.0983263      -27.8504245        3.4070519    sersic       6.473        1.5090000      -31.2650000        0.5018000   comment 
       6404       53.1973956      -27.8501816        6.0997874    sersic       1.800        3.7400000       82.4090000        0.5807000   comment 
       6405       53.1348068      -27.8501427        2.7627481    sersic       1.303        1.3030000      -19.6300000        0.7039000   comment 
       6407       53.0777737      -27.8501057        1.7515691    sersic       0.714        2.4010000       52.6710000        0.3920000   comment 
       6408       53.0572612      -27.8499322        0.7307314    sersic       1.650        0.6210000      -73.9890000        0.3091000   comment 
       6409       53.1528297      -27.8507812       14.0404300    sersic       1.028        3.6140000       41.8170000        0.4458000   comment 
       6410       53.0627033      -27.8499142        0.6942009    sersic       1.527        2.7570000       55.2490000        0.4345000   comment 
       6411       53.0623235      -27.8512594       15.7401790    sersic       1.297        3.1750000      -86.3310000        0.5506000   comment 
       6412       53.0979169      -27.8498931        0.6920174    sersic       0.825        1.1360000       64.2750000        0.0546000   comment 
       6413       53.1468944      -27.8513305       35.8200999    sersic       3.400        2.4470000       41.1060000        0.9302000   comment 
       6414       53.1100783      -27.8504554       10.0193887    sersic       0.889        2.1520000       -8.3670000        0.6286000   comment 
       6415       53.0688818      -27.8505186       36.9059110     point       0.990        0.1660000      -48.9730000        0.2136000   comment 
       6416       53.0660351      -27.8498380        0.4459755    sersic       1.140        3.4730000       81.8960000        0.7186000   comment 
       6418       53.0677128      -27.8500455        2.8609546    sersic       0.561        2.4880000      -56.9540000        0.2565000   comment 
       6420       53.1148252      -27.8498928        1.7250290    sersic       1.842        4.0060000      -51.0780000        0.5277000   comment 
       6421       53.0696522      -27.8497892        0.4164207    sersic       2.660        1.9100000       73.2660000        0.3488000   comment 
       6422       53.0619006      -27.8510455       22.8191875    sersic       5.658        3.7000000       63.7050000        0.7489000   comment 
