         id               ra              dec      mag      type         n               re              phi            ratio     notes 
       6461       53.1928142      -27.8493802  25.1739    sersic     1.021            1.776          -69.076           0.3869   comment 
       6462       53.0772501      -27.8494019  26.3339    sersic     1.572            2.901           53.041           0.2993   comment 
       6463       53.0887672      -27.8504373  22.4685    sersic     2.141            2.730            7.430           0.8323   comment 
       6466       53.0716520      -27.8495407  25.0428    sersic     3.643            1.041          -67.495           0.5370   comment 
       6467       53.1338885      -27.8515402  21.1429    sersic     0.671            6.159           25.647           0.2894   comment 
       6469       53.0691882      -27.8494186  25.5151    sersic     5.165            2.141           31.433           0.5285   comment 
       6470       53.1159679      -27.8493303  25.9925    sersic     0.676            2.528           57.973           0.1336   comment 
       6471       53.0987786      -27.8492884  26.2706    sersic     1.028            1.081          -40.081           0.8155   comment 
       6473       53.1299524      -27.8492804  26.0512    sersic     1.322            0.869          -64.072           0.8434   comment 
       6475       53.1278402      -27.8525264  18.4216     point     0.351            0.339          -43.916           0.5723   comment 
       6476       53.0959580      -27.8493808  25.3695    sersic     0.595            2.493           51.974           0.3491   comment 
       6477       53.1822431      -27.8499996  23.3076    sersic     2.187            6.279          -33.061           0.3018   comment 
       6482       53.0605615      -27.8512232  20.9894    sersic     1.213           10.152          -59.840           0.4350   comment 
       6484       53.1651979      -27.8492311  25.9002    sersic     0.556            1.828          -68.083           0.7193   comment 
       6486       53.1705580      -27.8492385   25.168    sersic     0.786            1.718          -69.325           0.3766   comment 
       6487       53.0593143      -27.8491021   27.069    sersic     0.693            1.099          -28.863           0.3484   comment 
       6491       53.1563573      -27.8491736   25.731    sersic     1.318            1.137          -37.203           0.2670   comment 
       6492       53.1530175      -27.8491662   25.726    sersic     1.411            1.481          -67.436           0.4350   comment 
       6493       53.1313044      -27.8490819  26.2579    sersic     1.611            2.005          -69.847           0.1808   comment 
       6494       53.0899156      -27.8491965  25.4861    sersic     1.977            0.854          -23.545           0.3791   comment 
       6495       53.0722165      -27.8497650  23.0529    sersic     2.185            2.950          -50.154           0.5408   comment 
       6496       53.0717934      -27.8493262  24.6716    sersic     1.494            2.666           65.786           0.3284   comment 
       6497       53.1739783      -27.8502178  20.7477    sersic     3.288            2.086          -72.909           0.3613   comment 
       6498       53.1080342      -27.8490407  27.0081    sersic     4.711            0.216          -44.069           0.0512   comment 
       6500       53.1834289      -27.8490100  25.3561    sersic     2.542           11.606          -81.438           0.2235   comment 
       6502       53.0626480      -27.8493620  25.0512    sersic     4.150            5.212          -46.762           0.6100   comment 
       6503       53.1570308      -27.8490178  27.1133    sersic     0.499            0.881          -50.160           0.0671   comment 
       6504       53.1758211      -27.8492522  24.2455    sersic     0.545            4.646           57.868           0.2500   comment 
       6505       53.1511837      -27.8490829  25.8052    sersic     0.897            0.708          -70.919           0.9627   comment 
       6506       53.1823620      -27.8518527  18.2999     point     0.795            0.395           51.145           0.7942   comment 
       6507       53.0996274      -27.8489781  27.1962    sersic     3.252            1.954          -70.333           0.5198   comment 
       6508       53.0964038      -27.8492360   24.864    sersic     0.800            1.752           80.580           0.2555   comment 
       6511       53.0782461      -27.8489212  27.1668    sersic     4.944            1.672           31.255           0.0529   comment 
       6512       53.0922085      -27.8505278   20.739    sersic     2.829            1.910          -70.729           0.4997   comment 
       6515       53.1862840      -27.8489023  24.4685    sersic     0.347            2.286          -89.187           0.2070   comment 
       6516       53.1253731      -27.8489826  25.3823    sersic     1.178            0.558          -53.331           0.5636   comment 
       6517       53.1049939      -27.8500229  21.8691    sersic     0.788            3.160          -23.335           0.7044   comment 
       6519       53.1028925      -27.8489981  25.5748    sersic     3.476            1.202           53.205           0.2704   comment 
       6520       53.0662674      -27.8490554  24.2547    sersic     2.532            1.192           70.980           0.4831   comment 
       6522       53.1399825      -27.8488313  26.6643    sersic     1.942            0.599          -36.870           0.5931   comment 
       6523       53.1422059      -27.8488094  27.1372    sersic     2.512            1.440           53.894           0.3118   comment 
       6524       53.0856127      -27.8488154  26.6487    sersic     0.643            2.018          -53.086           0.3775   comment 
       6525       53.1410610      -27.8487986  27.1089    sersic     2.772            3.043           82.886           0.0003   comment 
